"text_of_1month","datums","datums2"
" Emile is ervan overtuigd dat Annette's nummer een hit wordt. Robert gaat eten met Janet en komt Daniël tegen. ","Dinsdag 19 maart 1991"," 19 3 1991"
" Linda's bezoek aan Hogendoorn sr. blijkt vruchteloos. Helen en Rolf doen een verrassende ontdekking.","Woensdag 20 maart 1991"," 20 3 1991"
" Suzanne mag het ziekenhuis verlaten. Annette vertelt Suzanne dat het uit is tussen haar en Simon. Emile heeft grote ruzie thuis. Jeanne en Annette proberen Simon's onschuld te bewijzen. Jef vertelt Robert de waarheid. ","Donderdag 21 maart 1991"," 21 3 1991"
" Robert vertelt Arnie de waarheid. Helen zit diep in de put en praat erover met Rolf. Vera Simonis geeft toe dat ze leugens heeft verspreid. Karin geeft Arnie een brief, geschreven van Laura aan Robert. ","Vrijdag 22 maart 1991"," 22 3 1991"
" Rien probeert een platencontract af te sluiten met Emile. Myriam raakt door Viola's toedoen haar baan kwijt. Rolf heeft een ontmoeting met een geheimzinnig persoon. ","Maandag 25 maart 1991"," 25 3 1991"
" Alex doet een boekje open over vroeger. Rien is woedend op Linda omdat zij op eigen houtje zijn vader heeft bezocht. Rolf krijgt eindelijk te horen wie zijn zoon is.","Dinsdag 26 maart 1991"," 26 3 1991"
" Arnie wil dat Robert en Jef de strijdbijl begraven. Rien weigert Bert de toegang tot de computer. Rien komt in de problemen wanneer Janet Robert een opname laat horen. Simon kan Annette maar niet vergeten.","Woensdag 27 maart 1991"," 27 3 1991"
" Rien denkt dat zijn vader achter de vechtpartij zit. Robert en Jef leggen hun ruzie bij. Martine blijkt een oude foto van Rolf en Helen te bezitten. Rien wil Linda als stand-in voor Annette gebruiken. Rolf probeert van zijn schuldgevoelens af te komen en biedt Peter een gouden toekomst aan.","Donderdag 28 maart 1991"," 28 3 1991"
" Helen wil Peter ontmoeten als hij terugkomt van een bezoek aan zijn pleegouders. Rolf bedreigt de afperser met de dood. Martine geeft Helen een foto van haar zoon. Emile is woedend als hij hoort dat zijn moeder niets mankeert. ","Vrijdag 29 maart 1991"," 29 3 1991"
" Rien regelt een interview voor 'The Girl Next Door' met Panorama. De spanningen in huize Kelder lopen hoog op. Alex komt met verrassend nieuws. ","Maandag 1 april 1991"," 1 4 1991"
" Rolf voorziet moeilijkheden nu zijn dochter op Peter verliefd is. Emile weet dat zijn moeder niet meer zal veranderen en neemt afscheid van zijn vrienden.","Dinsdag 2 april 1991"," 2 4 1991"
" Er wordt een welkomst- annex afscheidsfeest gegeven in huize Alberts. Annette is jaloers wanneer ze Simon met een ander ziet dansen. Daniël weet Annette en Suzanne te choqueren door met Martine op het feest te verschijnen.","Woensdag 3 april 1991"," 3 4 1991"
" Daags na het feest probeert Martine het goed te maken met Suzanne. Alex begrijpt maar niet wat haar vader tegen Peter heeft. Rien belooft Robert kapot te maken. Arnie heeft een verrassing voor Robert, die op het punt staat naar Amerika terug te keren. Willem Kelder krijgt een zware tegenslag te verwerken.","Donderdag 4 april 1991"," 4 4 1991"
" Peter hoort dat Alex vertrokken is en reageert verbitterd. Jeanne kan niet kiezen tussen Daniël en haar principes. Simon neemt een drastische beslissing over hem en Annette. Arnie komt te laat op school en maakt geen goede indruk bij zijn lerares. John Alberts, de zoon van Karin en Jef, maakt een verrassende entree in huize Alberts. ","Vrijdag 5 april 1991"," 5 4 1991"
" John krijgt ruzie met zijn vader en maakt kennis met zijn neef Arnie. Linda bereidt zich voor op haar eerste tv-optreden en merkt dat playbacken erg moeilijk is als de band het laat afweten. ","Maandag 8 april 1991"," 8 4 1991"
" Linda geeft, ondanks de eerdere problemen, toch een spetterend optreden. John mag, totdat hij een nieuwe woning heeft gevonden, bij Helen logeren. ","Dinsdag 9 april 1991"," 9 4 1991"
" Arnie heeft een conflict met zijn lerares Nederlands, die hem van bedrog beticht. Myriam gaat werken in De Cactus. Daniël vraagt Jeanne ten huwelijk, maar zij heeft andere plannen. ","Woensdag 10 april 1991"," 10 4 1991"
" Jeanne kondigt haar huwelijk met Menno aan, maar helemaal zeker van haar zaak is ze niet. Het etentje met Henny lijkt Simon goed gedaan te hebben. Harmsen, de nieuwe buurman van het opvangcentrum, is niet weg te slaan bij Helen. ","Donderdag 11 april 1991"," 11 4 1991"
" Tussen Henny en Simon lijkt zich iets moois te ontwikkelen. Helen haalt John over met zijn vader te praten. Het bestaan van het opvangcentrum loopt gevaar. John stelt Myriam voor om samen te gaan wonen. Er blijkt geld te zijn gestolen op Suzanne's werk. ","Vrijdag 12 april 1991"," 12 4 1991"
" Jeanne's ontmoeting met Menno's zuster Isabel verloopt niet zo voorspoedig. Arnie en Suzanne speculeren over wie het geld gestolen kan hebben. Annette krijgt een voorschot. Linda wordt tijdens een optreden voor het blok gezet. Jeanne treft Daniël in Martine's gezelschap aan. ","Maandag 15 april 1991"," 15 4 1991"
" Jef maakt plannen om een weekend te gaan kamperen met Henny en Simon. Linda's carrière lijkt voorbij te zijn. Arnie biedt Gaby zijn excuses aan. Een nerveuze Jeanne krijgt Menno en Isabel op de koffie. Helen wordt overvallen.","Dinsdag 16 april 1991"," 16 4 1991"
" Rien's klanten keren hem de rug toe. Een ondoordachte opmerking van Arnie brengt bij Henny een heftige reactie teweeg. Linda's pogingen om er weer bovenop te komen lijken te mislukken. John probeert Suzanne te versieren.","Woensdag 17 april 1991"," 17 4 1991"
" Jeanne zegt Isabel de waarheid en stelt Menno voor een ultimatum. Peter vermoedt dat John iets met de overval op Helen te maken heeft. Myriam heeft hoge verwachtingen van het samenwonen met John.","Donderdag 18 april 1991"," 18 4 1991"
" Peter ontmaskert de dader van de overval op Helen. Annette vindt het moeilijk om Simon te vergeten. John treedt heldhaftig op en is de held van de dag. Een vervelend bericht heeft voor Henny dramatische gevolgen. Martine Hafkamp staat onverwacht op de stoep bij Suzanne en Annette. ","Vrijdag 19 april 1991"," 19 4 1991"
" De vriendschap tussen de familie Alberts en Gaby wordt steeds hechter. Menno neemt het op voor Jeanne en zet Isabel op haar plaats. Linda komt nergens meer aan de bak en rekent af met haar mislukte relatie. ","Maandag 22 april 1991"," 22 4 1991"
" John's afspraakje met Annette loopt niet bepaald zoals hij gedacht had. Rien probeert met Linda te praten, maar zij is onverbiddelijk. Karin kan maar niet begrijpen dat Myriam zich zo door John laat behandelen. ","Dinsdag 23 april 1991"," 23 4 1991"
" Peter lijkt toch nog geïnteresseerd te zijn in Suzanne. Rien is erg in de war vanwege Linda's afwijzing en zoekt steun bij Peter. Linda gaat een zakelijke binding aan met Rien. Daniël vertelt Jeanne dat hij niet op haar bruiloft zal komen.","Woensdag 24 april 1991"," 24 4 1991"
" De vriendschap tussen Daniël en Mickey groeit. Myriam is druk bezig met de verhuizing, maar hoeft niet op John's hulp te rekenen. Arnie's interesse in zijn lerares neemt grotere vormen aan. Laura heeft goed nieuws voor de familie.","Donderdag 25 april 1991"," 25 4 1991"
" John heeft problemen met de politie en Jef is razend. Annette en Myriam smeden een plannetje om John een lesje te leren. De Swaan werkt zich in de nesten.","Vrijdag 26 april 1991"," 26 4 1991"
" Annette is woedend op Simon omdat hij haar baan aan Henny heeft beloofd. Myriam en Arnie smeden een plannetje om Peter en Suzanne dichter tot elkaar te brengen.","Maandag 29 april 1991"," 29 4 1991"
" Karin en Jef willen dat John weer bij hun intrekt. Arnie is zeer onder de indruk van Gaby. Annette krijgt een nieuwe baan. Menno heeft zeer goed nieuws voor Helen.","Dinsdag 30 april 1991"," 30 4 1991"
" Mickey raakt helemaal idolaat van Harmsen's nichtje Nancy. Martine krijgt een vreemd telefoontje en ze weet niet wat ze daarmee aanmoet. ","Woensdag 1 mei 1991"," 1 5 1991"
" Henny gaat voor Simon werken. John heeft genoeg van Myriam en wil weg. De vriendschap van Peter en Suzanne krijgt een dieptepunt. Arnie vermoedt dat Jef vreemdgaat. Martine heeft slecht nieuws voor Suzanne. ","Donderdag 2 mei 1991"," 2 5 1991"
" Martine probeert Suzanne over te halen het land te verlaten. Harmsen is woedend omdat Nancy en Mickey elkaar blijven ontmoeten. Simon vertelt Henny de uitslag.","Vrijdag 3 mei 1991"," 3 5 1991"
" Martine brengt Jeanne een bezoek. Myriam zet John op zijn plaats. Arnie confronteert Jef met zijn vermoedens, maar merkt niet dat Karin alles hoort. De hartstocht tussen Annette en Simon laait weer op. ","Maandag 6 mei 1991"," 6 5 1991"
" Myriam doet haar best om de relatie tussen Mickey en Nancy in stand te houden. Helen krijgt de schrik van haar leven.","Dinsdag 7 mei 1991"," 7 5 1991"
" Rien doet zijn best om journalisten bij de bruiloft uit te nodigen. De Bruin zet nu zijn zinnen op Annette. Terwijl Menno bij het stadhuis op zijn bruid wacht, krijgt Daniël onverwacht bezoek.","Woensdag 8 mei 1991"," 8 5 1991"
" Menno voelt zich vernederd omdat Jeanne hem in de steek gelaten heeft. Mickey en Nancy maken toekomstplannen, hetgeen veel weerstand oproept. Helen neemt Karin in vertrouwen. Dammie loopt weg. De Bruin biedt Annette Suzanne's kamer aan nu zij avonddiensten gaat draaien. ","Donderdag 9 mei 1991"," 9 5 1991"
" Linda probeert een goede indruk te maken op een schrijver. Jef vertelt Arnie de waarheid. Menno en Daniël leggen hun ruzie bij. ","Vrijdag 10 mei 1991"," 10 5 1991"
" Helen heeft een tweede ontmoeting met David, die ook schrijver wil worden. Gaby vermoedt dat Arnie iets voor haar voelt en confronteert hem hiermee.","Maandag 13 mei 1991"," 13 5 1991"
" John heeft een verschrikkelijke ruzie met Myriam. Helen heeft een zeer emotioneel gesprek met David. Arnie voelt zich totaal afgewezen en krijgt bezoek van Gaby. David is niet wie hij zegt te zijn.","Dinsdag 14 mei 1991"," 14 5 1991"
" Het valt Karin op dat Arnie iets dwarszit. Linda zit in de put en zoekt steun bij haar broer. Peter stelt David voor aan zijn vrienden. Simon krijgt een grote schok te verwerken. ","Woensdag 15 mei 1991"," 15 5 1991"
" Simon en Linda hebben een knallende ruzie. Martine heeft een plan bedacht om de moordenaar te ontmaskeren. Henny en Dammie krijgen goed nieuws te horen. Annette krijgt het ware karakter van De Bruin te zien. ","Donderdag 16 mei 1991"," 16 5 1991"
" Zal Annette nog op tijd gered worden? Henny krijgt een nieuwe baan aangeboden, maar zal hiervoor wel moeten verhuizen. ","Vrijdag 17 mei 1991"," 17 5 1991"
" Myriam zet alles op alles om bij John op te vallen. David begeeft zich op gevaarlijk terrein. ","Maandag 20 mei 1991"," 20 5 1991"
" Martine en David smeden snode plannetjes. Linda wil niet alleen privé, maar nu ook zakelijk niets meer met Rien te maken hebben. De kampeertocht van Simon, Arnie, Jef en John leidt tot conflicten. ","Dinsdag 21 mei 1991"," 21 5 1991"
" Myriam stort zich op een cursus die haar meer vertrouwen moet geven. Rien gaat, met Daniël's hulp, een nieuwe zaak opzetten. De kampeertocht dreigt slecht af te lopen wanneer Simon wordt vermist. ","Woensdag 22 mei 1991"," 22 5 1991"
" Het komt tot een uitbarsting tussen Jeanne en Linda. David speelt met Helen's moederlijke gevoelens. Annette ontkent Simon's vermissing en alleen zij is ervan overtuigd dat hij terugkomt. ","Donderdag 23 mei 1991"," 23 5 1991"
" Het wordt steeds duidelijker dat Simon niet meer te vinden is. Iedereen heeft verdriet, alleen Annette en Daniël blijven er kalm onder. Riens pogingen om er weer bovenop te komen worden gedwarsboomd door zijn vader. Het komt tot een confrontatie tussen Linda en John.","Vrijdag 24 mei 1991"," 24 5 1991"
" Linda's beschuldigingen van dat er opzet van John in het spel is bij Simons vermissing, leidt tot ruzie tussen de familie Alberts en de familie Dekker. Annette houdt het hoofd koel. Arnie raakt verstrikt in zijn gevoelens voor Gaby.","Maandag 27 mei 1991"," 27 5 1991"
" Linda houdt vol in haar beschuldigingen tegen John en Jef neemt het voor hem op. Gaby en Arnie geven toe aan hun gevoelens voor elkaar en laten dat ook naar buiten toe merken. ","Dinsdag 28 mei 1991"," 28 5 1991"
" De politie staakt het zoeken naar Simon. Arnie en Gaby volgen hun eigen weg, geheel tegen de wens van Karin en Jef in. David pakt Helen in en mag nu bij haar komen wonen. Linda wijst Hogendoorn sr. resoluut af.","Woensdag 29 mei 1991"," 29 5 1991"
" Helen en Peter verschillen van mening over Katrien's opvattingen. Hogendoorn sr. bedreigt Martine in verband met Davids rol. De politie onderzoekt de beschuldigingen tegen John over Simons verdwijning. David gelooft te veel in zijn eigen rol en begaat een grote vergissing. ","Donderdag 30 mei 1991"," 30 5 1991"
" Jef wil een advocaat inschakelen ter Johns verdediging. Myriam zet Linda op haar plaats en kiest onvoorwaardelijk partij voor John. David vernietigt bewijsmateriaal over het verleden van Peter. Hogendoorn sr. doet Linda een aantrekkelijk voorstel. Tijdens de rock'n'roll-wedstrijd beseft Annette plotseling dat Simon niet meer terug zal komen. ","Vrijdag 31 mei 1991"," 31 5 1991"
" De verhouding tussen Arnie en Gaby wordt steeds hechter. Myriam wint met John de rock'n'roll-wedstrijd, maar het levert haar niet op wat ze zou willen. Annette is vreselijk ongelukkig over Simon's dood, maar of dat terecht is? ","Maandag 3 juni 1991"," 3 6 1991"
" Mickey verstopt zich voor Daniël en Harmsen. Simon is door de klap van het ongeluk zijn geheugen kwijt, maar hij heeft onderdak gevonden op een woonboot. Nancy zegt de verhouding per brief op, tot grote woede van Mickey. Peter vergist zich bijna weer in Suzanne's gedrag.","Dinsdag 4 juni 1991"," 4 6 1991"
" Rien en Linda sluiten onverwacht weer vrede. Annette is geheel van de kaart en loopt weg. Het lijkt erop dat Linda samenspant met Hogendoorn sr. John komt in een benarde situatie terecht wanneer hij Annette verdedigt. ","Woensdag 5 juni 1991"," 5 6 1991"
" Annette is door het moedige gedrag van John weer veilig thuis. De misverstanden tussen Arnie en Gaby stapelen zich op. John lijkt aardiger dan menigeen dacht, maar toch vertrouwen Karin en Jef het niet helemaal. Arnie doet Gaby een vergaand voorstel. ","Donderdag 6 juni 1991"," 6 6 1991"
" Arnie drijft de zaak met Gaby op de spits. Het lijkt erop dat Rien en Linda zich weer verzoenen, maar Hogendoorn sr. blijft een belangrijke rol spelen. David papt het aan met Peter. Huib doet een poging om het geheugen van Simon te testen. ","Vrijdag 7 juni 1991"," 7 6 1991"
" Annette zoekt werk bij een koeriersdienst. Joke Nieuwkoop, de eigenaresse van de woonboot, maakt bezwaren tegen Simon's verblijf. Een teleurgestelde Mickey wil op eigen benen staan. ","Maandag 10 juni 1991"," 10 6 1991"
" David kan Helen niet overtuigen van zijn talenten. Annette geeft Rien een lift, met ogenschijnlijk zeer ernstige gevolgen. Gaby ziet zich gedwongen een besluit te nemen over haar relatie met Arnie.","Dinsdag 11 juni 1991"," 11 6 1991"
" Daniël wantrouwt het ongeluk van Rien. Arnie gaat teleurgesteld weer thuis wonen. John ontfermt zich over Mickey. Jef verneemt de gevolgen van zijn uitbarsting tegen Hogendoorn sr. Rien, genietend van de aandacht die hij krijgt, wil Annette aansprakelijk laten stellen voor het ongeluk.","Woensdag 12 juni 1991"," 12 6 1991"
" Arnie gaat naar een feestje van John en een aantal vriendinnen. David gaat door met het maken van snode plannen. Peter en Suzanne maken vakantieplannen. Er is een vreselijk ongeluk gebeurd in huize Helmink. Rien staat erop dat Linda hem verzorgd. ","Donderdag 13 juni 1991"," 13 6 1991"
" Na een anonieme brief gaan Annette en Arnie verhaal halen bij Rien. Mickey heeft een ontmoeting met Nancy, die van huis weggelopen is. Advocaat Van Houten heeft goed nieuws voor Jef. ","Vrijdag 14 juni 1991"," 14 6 1991"
" Peter is zo goed als genezen weer thuis. Linda neemt, gedwongen door Hogendoorn sr. afscheid van Rien en vertrekt naar Amerika. Simon knapt wat op en mag op Joke's woonboot blijven.","Maandag 17 juni 1991"," 17 6 1991"
" Arnie en Annette vieren de overwinning op Rien. Het ongeluk met Helens broodrooster blijft de gemoederen bezighouden. David's plannen met Helen nemen een onverwachte wending. ","Dinsdag 18 juni 1991"," 18 6 1991"
" Arnie doet diverse pogingen om in het reine te komen met Annette. Karin voelt zich door iedereen verkeerd behandeld. Jef sluit vriendschap met Frits van Houten. John komt thuis met zeer verrassend nieuws. ","Woensdag 19 juni 1991"," 19 6 1991"
